oper,att_w_US,const_st,wf_rec,coast_rec,first_st,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,gender,age,edu,income,employ,pol,tech_r,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_inst,clean_inst,decade_r_mor,right_r_mor,comm_rel,wild_rel,iden_rel,kin_rel,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,lat,long,ResponseID,,zip
2,4,4,3,4,5,3.00,3.67,2.5,3.33,2,2,29,5,6,1,1,1,4,2,3,2,4,2,2,4,2,4,4,3,4,5,2,4,3,2,2,3,41.70500183,-71.46040344,R_8i6VbbG38Fmci2N,,4005
2,4,4,3,5,3,4.00,3.67,2.75,3.67,3,1,35,6,7,1,2,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,1,5,3,2,4,2,42.34840393,-71.15509796,R_8iFELvYBcFeQjCR,,1608
2,5,4,3,3,3,3.50,3.33,3.5,2.67,3,1,27,6,7,4,2,3,4,3,4,,3,2,4,4,3,3,3,4,3,3,3,4,4,4,4,2,41.70370483,-72.66280365,R_8iGFBKFtCpmmrXf,,2108
2,5,4,3,3,5,4.80,4,2.75,2.67,3,2,23,4,5,2,1,2,5,4,5,5,5,2,4,4,4,4,5,4,4,5,2,4,3,2,4,2,42.28930664,-71.79440308,R_8IghlH19w1pw4uh,,2134
2,4,4,3,4,3,4.60,4.33,2,2.33,3,1,24,7,4,1,1,2,5,5,5,4,4,2,5,4,4,4,5,5,4,5,2,5,2,2,3,1,42.34309387,-71.1230011,R_8IL64Ln8taMW3JP,,2169
2,5,4,3,3,4,4.20,3.67,3.5,3.33,3,2,20,4,12,5,1,2,5,4,4,4,4,3,4,5,4,4,5,4,4,3,2,4,4,2,5,3,36.13330078,-86.80370331,R_8J40FdkztWi0QAJ,,1824
1,4,,3,3,4,3.40,3.67,2,3.33,3,1,54,3,6,3,1,3,4,4,2,3,4,3,4,5,4,4,4,4,4,4,2,4,2,2,2,2,42.12350464,-72.63990021,R_8ohSCJwYDSbirQN,,1527
2,4,3,2,2,2,4.60,3.5,2.75,5,3.5,1,28,7,7,1,1,3,5,4,5,4,5,5,1,5,5,4,4,4,4,3,1,5,3,3,3,2,42.34509277,-71.09929657,R_8ojl9YrzpZYuk4t,,2176
2,5,4,3,4,5,4.20,3.67,1.25,4,2.5,1,51,6,1,3,3,2,5,3,4,4,5,4,3,5,4,5,4,4,5,4,1,4,2,1,1,1,41.58770752,-71.46230316,R_8v8fFiriLGfB3VP,,6812
2,5,4,3,5,3,3.80,3.5,3,3.33,1.5,1,45,7,11,2,5,2,4,5,3,3,4,2,3,5,2,5,4,3,3,4,4,3,3,3,2,4,41.58770752,-71.46230316,R_8vuug6voyuSHjpP,,2368
2,4,3,3,4,3,4.80,3.83,1.75,3.67,3,1,29,6,6,1,3,3,5,5,5,4,5,4,4,5,5,5,4,4,4,5,2,4,2,1,3,1,42.69309998,-71.30870056,R_8vVdzf54XCFnO73,,1803
2,4,4,3,5,4,4.20,4,2,3.67,2.5,2,34,7,4,1,5,2,5,4,4,4,4,2,2,5,4,5,4,4,5,5,2,4,2,2,3,1,48.08329773,-1.683303833,R_8wee3dWnHR6iKBT,,2919
1,4,4,3,3,4,3.60,3.67,2.25,3.67,3,1,24,6,5,1,5,3,4,3,4,3,4,3,3,5,4,4,4,3,4,3,4,4,2,2,2,3,41.68559265,-72.73120117,R_8xl0a3uNONomiup,,6457
1,3,,3,2,4,3.00,2.67,3.75,3.33,3,1,34,3,5,1,3,3,4,4,2,3,2,3,4,5,4,4,4,2,2,2,2,4,4,3,5,3,42.27059937,-71.84790039,R_8xn6ieyQM4RCCl7,,2481
2,5,4,3,5,3,3.00,2.83,3.75,3.33,2.5,2,30,6,10,1,2,3,3,4,2,4,2,3,4,5,2,3,2,2,2,2,5,4,5,3,4,3,51.51420593,-0.093093872,R_9AXCsuRHBqoimvb,,6883
2,4,3,3,3,4,3.80,3.67,3,2.33,3,1,33,7,7,1,1,3,4,4,4,2,5,2,5,4,4,4,4,4,4,4,2,4,3,3,4,2,43.49609375,-70.48860168,R_9B2xLMemFgPDDal,,4444
2,5,4,3,2,5,3.00,3.5,3,4,2.5,1,45,6,5,1,3,2,4,3,2,3,3,3,1,4,3,4,3,3,3,4,3,5,3,3,3,3,46.68850708,-67.9910965,R_9EPzxpmB2vpiQCN,,3781
1,5,4,3,2,3,3.00,4.17,1.5,3.67,3,2,35,3,1,1,3,1,3,3,3,3,3,3,3,5,3,3,5,4,4,5,2,5,1,1,3,1,41.68159485,-72.94049835,R_9EqxUElUr0iPF9X,,4062
2,4,3,3,3,4,4.20,4.33,1.25,3.33,3,2,35,3,6,2,1,2,4,4,5,4,4,4,5,5,5,5,5,4,5,5,2,5,1,1,1,2,37.37890625,-108.2815018,R_9KWMsZb0bZjK4Pb,,3275
2,4,4,3,2,5,5.00,4.33,1.75,3.67,3,2,33,7,5,1,3,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,1,5,2,1,3,1,42.18609619,-72.52549744,R_9KwPmcHqGwceDEV,,2818
1,5,4,4,5,5,4.20,3.67,2.5,3.67,3,1,26,6,5,4,3,1,5,4,5,3,4,4,4,5,5,5,4,4,4,3,2,5,2,2,4,2,41.35319519,-72.03859711,R_9KxPOB0jpRJu8WF,,2910
2,3,,2,4,2,3.40,3.5,2.5,3,3,1,42,3,5,1,3,4,5,3,2,2,5,2,3,4,4,4,4,3,4,4,2,4,3,3,2,2,41.17370605,-73.1364975,R_9mpG8C9qo1cIqrz,,1085
2,4,4,3,4,3,3.00,3.5,3,3.33,2,2,30,7,7,1,3,2,4,2,3,4,2,2,2,4,2,4,3,4,4,4,2,4,3,2,4,3,41.75590515,-73.2154007,R_9p2crtBGTm54x6J,,6479
2,5,4,3,3,4,5.00,3.33,3,3.67,3,1,26,4,1,1,3,3,5,5,5,5,5,4,4,5,4,4,5,3,3,3,1,5,4,2,5,1,44.29969788,-70.36979675,R_9pJg1YTxQCcX6Yd,,2904
2,4,3,4,3,3,3.20,2.67,3,3.33,2,1,33,6,11,1,3,2,4,2,3,4,3,2,2,4,2,4,2,4,2,2,3,3,2,3,3,4,18.9750061,72.82580566,R_9QU6RW8NLOyiESh,,1803
2,5,4,3,2,4,4.40,4,1.75,3.33,3,1,22,2,6,3,5,3,5,4,4,4,5,3,4,5,3,3,5,3,4,5,2,5,2,1,3,1,42.06280518,-71.64369965,R_9S3apTJcJ7QG6Rn,,1929
2,3,3,3,2,3,1.80,3,3.75,3.33,3,2,46,6,5,2,3,2,2,2,2,2,1,2,2,4,2,2,3,2,3,3,3,4,4,3,5,3,42.32940674,-72.69390106,R_9sQEsdc3WvjJmFD,,6385
1,4,3,3,3,4,4.40,3.83,2,3.33,3,1,21,4,6,5,3,4,4,5,5,4,4,4,5,5,5,5,5,4,4,4,1,5,2,2,3,1,42.17610168,-71.59999847,R_9t82UbQHVZ87Bqd,,2453
2,5,3,3,5,4,4.40,3.83,2.5,3.33,3,1,33,4,6,4,1,2,4,4,5,5,4,4,5,5,5,5,4,4,4,5,1,5,3,2,3,2,41.83790588,-71.39320374,R_9tN81z8VG7IYvo9,,2364
2,4,4,2,3,4,4.00,3.5,2.75,3,3,1,26,6,1,1,1,3,4,4,4,4,4,2,4,5,4,4,4,3,4,4,1,5,3,2,4,2,45.53329468,-73.51670074,R_9toXwBOO5RJRFkh,,2364
2,4,3,2,2,4,2.80,3.17,3.5,4,4,1,33,6,6,4,3,2,4,2,3,2,3,3,2,5,4,2,3,3,3,2,4,4,4,3,4,3,42.06280518,-71.64369965,R_9XroaYNZJfDoqGN,,2905
2,5,4,3,3,3,4.60,3.83,2.75,3,3.5,2,25,4,4,1,4,3,5,4,5,5,4,3,4,4,5,4,4,3,4,4,3,5,3,1,4,3,42.93170166,-70.84269714,R_9Y0d73UAxa76Del,,2135
1,4,4,3,1,4,3.80,3.67,3.5,3,3,2,46,6,5,1,3,4,4,4,4,4,3,2,3,4,4,4,3,4,3,4,4,4,4,3,4,3,42.46749878,-71.01309967,R_9Y7hZzEPId65hJj,,6708
2,5,4,3,2,3,3.80,3.2,3,3,3,1,36,5,4,4,1,3,3,3,3,5,5,3,3,3,3,3,3,3,3,4,,3,3,3,3,3,46.68850708,-67.9910965,R_9yk8jZZLJEkerT7,,3079
2,4,4,3,2,4,3.40,3.17,3,4,3,1,22,4,2,5,1,1,4,4,4,2,3,3,2,5,5,5,3,3,3,4,1,5,4,3,4,1,42.31370544,-71.19470215,R_9YqueA12icepNPv,,6040
2,5,4,3,5,3,4.80,4.33,1,2.67,3,1,61,7,5,2,1,1,5,5,5,4,5,2,5,5,5,5,5,5,5,5,1,5,1,1,1,1,42.29029846,-72.64040375,R_9YSE6ASb2YFyqNf,,2896
2,4,4,3,2,3,4.00,3.5,3.75,3.67,3,2,34,7,9,2,5,2,4,4,4,4,4,4,4,5,3,3,4,2,3,4,4,4,4,3,5,3,42.63389587,-71.29570007,R_9ZAsE9UBgdjlYgt,,2134
2,4,4,3,4,3,4.00,3.33,2,3,2,1,33,6,6,4,1,3,4,5,5,2,4,3,5,5,3,5,5,4,2,4,1,4,2,2,2,2,42.79499817,-71.2256012,R_9zd9Kp835bJG3ml,,6804
2,5,4,3,4,4,4.00,3.83,2.25,3,3.5,2,32,7,6,1,3,1,4,2,5,4,5,2,4,5,4,3,4,3,4,5,2,5,2,2,2,3,43.06770325,-70.80079651,R_9ZhhNFePbsgpEA5,,6095
2,4,,3,3,4,4.20,3.67,2,3,3,1,21,6,1,3,1,4,4,4,5,4,4,2,4,5,3,3,5,4,4,4,1,4,1,2,3,2,41.76939392,-71.46759796,R_a2HfDjdqyEhkt3T,,3820
2,5,4,3,3,5,5.00,4.33,1.25,3.67,3,1,66,6,4,6,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,2,1,41.84350586,-70.96520233,R_a2z0hWSnOiQQHKB,,1607
2,4,4,2,5,3,4.20,3.33,1.75,3.33,3,1,32,6,7,1,1,2,4,5,4,4,4,3,4,5,4,4,4,3,4,4,1,4,2,1,3,1,41.59939575,-72.58789825,R_a3E2KGTJdHJC6pL,,2130
2,5,4,5,3,5,5.00,4.33,1.75,3.67,3,1,23,4,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,3,1,42.75289917,-71.58370209,R_a95ajFzwK6sha0R,,2143
2,4,4,4,4,4,3.40,3.67,2.25,3.33,3,1,22,4,11,5,5,3,4,4,2,2,5,3,4,5,4,4,4,4,4,4,2,4,2,2,3,2,41.77589417,-72.52149963,R_ab22AooETQQFOdL,,2919
2,5,4,3,3,4,4.80,3.33,3.5,3.33,2.5,1,40,7,6,1,3,2,5,5,5,5,4,4,5,5,4,5,4,4,4,3,1,4,4,3,4,3,42.17610168,-71.59999847,R_afQYvLDxQTVIUQd,,1905
2,4,,3,3,3,4.00,3.33,2,3.33,3,2,21,4,7,5,3,4,4,4,4,4,4,2,2,4,4,4,4,4,2,4,2,4,,2,2,2,41.85450745,-71.43779755,R_afqYVUFMoHSxxfT,,6770
2,4,4,3,2,4,4.20,3.33,2.5,3.33,3.5,2,26,6,5,2,3,2,4,4,5,4,4,3,4,5,4,3,4,3,3,4,2,4,3,2,4,1,42.24290466,-71.00980377,R_afSxZEcJmbBhUgJ,,6268
2,5,4,3,2,4,4.40,3.83,2.5,3.33,3,1,20,4,7,5,1,2,5,5,4,4,4,3,4,5,4,4,4,4,4,4,3,4,3,2,3,2,41.28329468,-72.86530304,R_ag6JHiFNXubHXDv,,2138
2,5,4,3,3,5,5.00,4.33,1.5,2.67,3,2,28,5,6,1,3,1,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,5,2,1,2,1,41.8500061,-87.65000153,R_agHj3eq49kGzGGV,,2703
2,5,4,3,2,4,4.60,4,2.5,4.33,3,2,58,3,3,6,1,2,5,4,4,5,5,4,1,4,5,5,4,4,5,4,2,5,3,2,3,2,34.3079071,-94.3219986,R_ahCqfjWZyn1YwPH,,2790
2,5,4,3,2,4,4.00,3.5,1,3.33,3,1,54,3,5,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,1,1,1,1,42.9703064,-72.27999878,R_ahrfMvYyioFro33,,2886
2,4,,2,4,3,3.60,3.17,2.75,3.33,3,1,37,4,8,1,1,4,4,4,3,4,3,3,4,5,4,4,4,3,2,4,2,4,3,2,4,2,38,-97,R_aVmtXz2i254vnEx,,1027
2,3,3,3,1,3,2.60,3.5,2.75,3.33,3,2,21,3,4,1,3,2,3,3,2,3,2,4,4,4,2,2,4,2,3,4,4,4,3,3,4,1,44.65899658,-68.91999817,R_aY4SBJKtQSyF0vX,,2747
2,4,3,3,4,3,4.40,3.67,3.25,3,3.5,2,26,7,5,1,3,3,5,4,4,4,5,3,5,5,4,3,4,2,4,4,4,4,4,3,5,1,41.81329346,-71.36190033,R_aY7FOdPNPZCH22F,,3087
2,3,3,3,1,4,2.00,2.5,4.75,3,3,2,44,6,7,1,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,4,5,5,5,4,32.78309631,-79.93699646,R_aYurtBVHOkIhPwh,,2882
2,4,4,3,3,3,2.80,3.17,3,3,3,2,22,6,5,5,5,2,4,4,2,2,2,2,4,5,4,4,4,4,3,3,1,4,3,3,4,2,42.47329712,-70.94190216,R_aYv8mHBZlj0CRq5,,2155
2,5,3,2,3,3,3.40,3.5,3.25,2.67,3.5,2,35,6,8,5,1,3,2,4,4,3,4,2,4,4,3,2,4,3,4,3,2,5,4,3,4,2,41.60609436,-72.66770172,R_b1KCSfREOEJfmtv,,2189
1,4,3,3,4,3,4.00,3.83,2,3.33,3,1,29,3,3,1,3,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,3,4,2,2,2,2,33.09750366,-80.1753006,R_b1q0VxsvuP4xWrb,,6010
2,5,3,3,5,3,4.80,3.83,2,4,3.5,1,20,4,8,5,1,2,5,4,5,5,5,5,4,5,5,4,4,4,4,4,2,5,3,1,2,2,42.25959778,-71.47029877,R_b2x0tNPKzE8S4Qt,,4210
2,5,4,3,4,5,4.40,3.67,2.75,3.33,3,2,20,4,2,5,1,2,4,5,5,4,4,4,5,5,5,5,3,4,4,4,2,5,3,1,4,3,42.36720276,-72.51850128,R_b3GxGMw8QThLyBv,,1930
1,3,3,3,5,3,2.00,3.5,3,3.33,3,1,27,6,6,1,5,3,2,2,2,2,2,3,3,4,4,4,4,4,3,4,2,4,4,2,4,2,41.34179688,-73.23169708,R_b7b4q1XNdpUpzed,,2155
2,5,4,3,3,3,3.60,4,2.5,3.67,3,1,26,6,5,1,3,3,4,4,4,4,2,2,2,5,3,3,4,4,4,4,4,4,3,2,4,1,42.28729248,-71.35240173,R_b7yL1FIXdxsd6OF,,1527
2,4,4,3,3,3,3.80,3.83,2,4,3.5,2,22,6,9,1,3,3,4,3,4,4,4,4,2,4,4,3,4,4,4,4,3,4,2,2,2,2,42.19549561,-71.84629822,R_b8HhyEIcXvFDDmJ,,6032
1,4,3,2,4,3,3.60,4.33,2.25,2.33,4,2,28,6,5,1,3,2,3,4,4,3,4,1,5,5,4,2,5,5,4,4,4,4,3,2,3,1,43.66059875,-70.53209686,R_b8wu6cwP3lxBOJv,,4042
1,5,4,3,3,4,4.60,3.67,2.25,3.33,3,1,31,5,3,1,3,3,4,5,5,4,5,4,5,5,5,5,5,3,4,4,2,4,3,2,3,1,43.62530518,-70.29550171,R_b9K0jFJ8Lbw6YxT,,1747
2,3,4,3,3,2,2.80,3.33,3.5,3,3,1,28,6,5,1,2,4,3,3,3,2,3,2,3,4,3,3,4,2,3,4,3,4,4,3,5,2,44.22569275,-70.0062027,R_b9PimRqCXlZZPuZ,,4401
1,4,4,4,1,3,4.20,3.5,2.75,4,3,1,48,6,3,2,1,4,4,4,5,4,4,4,3,5,4,4,4,3,4,4,2,4,3,2,5,1,42.97009277,-71.40480042,R_b9rW9Ri4Zl2u7Xv,,2446
2,4,4,3,4,4,3.80,3.83,1.5,3.33,3,1,35,4,5,2,1,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,3,4,2,1,2,1,42.38969421,-71.5401001,R_baa2Mxag7IwQRsp,,2130
2,5,4,3,3,3,4.20,3.83,2.5,3.33,3,1,27,7,6,1,1,2,5,4,4,4,4,3,4,5,5,5,4,4,4,4,2,5,3,2,3,2,42.34509277,-71.09929657,R_bC8FdAK6vJZsX1r,,6339
2,3,3,2,4,4,4.00,3.5,2.67,3.33,3,1,25,7,5,1,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,2,,3,3,42.68659973,-73.72899628,R_bClxERZDA7gvv0N,,1830
2,5,4,3,3,3,4.00,2.83,3.75,3.67,3,1,56,7,8,4,1,2,4,4,4,4,4,4,4,5,4,4,3,3,2,3,2,4,5,4,5,1,42.28300476,-71.12090302,R_bCvpOiyDDjgNIlT,,1463
2,4,4,4,5,3,2.00,3,3.75,3.33,2.5,1,42,5,6,1,3,3,2,3,2,2,1,2,2,4,3,4,4,3,3,2,2,4,4,3,5,3,44.5677948,-69.21900177,R_bdBt4ubvlmYn29n,,1721
2,4,4,2,2,4,4.00,4,2,3.33,3,1,28,6,6,1,2,4,4,4,4,4,4,3,4,5,4,4,5,4,4,4,2,5,3,2,2,1,41.61230469,-73.41210175,R_bedlXxHaLECHU6V,,2852
2,4,3,3,3,2,3.80,2.67,4,2.67,3.5,1,27,7,5,1,1,2,4,4,4,4,3,2,4,4,3,2,2,2,3,2,3,4,5,4,5,2,42.36160278,-71.06739807,R_bEnSb3whMfZaP1H,,3801
2,5,4,4,2,3,4.60,4,1.75,3,3,2,38,5,1,3,3,2,5,5,4,5,4,2,4,5,5,5,5,4,4,5,1,5,2,1,3,1,42.86650085,-71.96050262,R_bfs8r8hkPXkEJGl,,1375
2,5,4,5,3,5,4.80,4.17,1.5,3.33,3,2,37,6,11,2,1,2,5,4,5,5,5,4,5,5,5,5,5,5,5,4,1,5,1,1,3,1,42.51530457,-70.90750122,R_bHq0aU04Fz4brO5,,4101
2,4,4,3,3,3,3.40,4,2,3.33,3.5,2,34,6,8,1,3,1,3,4,4,4,2,1,2,5,3,2,4,5,4,4,2,5,3,1,3,1,38,-97,R_bI3M4wTLhxu4OK9,,4217
2,5,4,3,3,4,4.20,3.83,2.25,3.33,3,2,30,6,6,1,3,4,4,4,4,4,5,3,4,5,4,4,4,4,4,4,3,4,2,2,3,2,41.96090698,-71.18039703,R_bJc9am6sm9ajtHf,,1915
2,5,4,3,3,3,4.00,3.33,3.25,3,3,1,31,6,5,1,1,3,4,4,4,3,5,3,5,5,4,4,3,3,3,4,2,5,4,3,4,2,42.35960388,-71.12870026,R_bm6GrtBpNTeYNQp,,3857
2,5,4,5,4,5,4.80,4.33,1.25,5,3,1,26,4,3,1,1,2,5,4,5,5,5,5,1,5,5,5,5,5,5,5,1,5,2,1,1,1,43.66360474,-70.30269623,R_bNNE9KpWzq1Sy7X,,2190
2,5,4,3,2,4,4.40,4.33,1,3.67,3,1,39,6,5,2,3,3,5,4,4,5,4,4,4,5,4,4,5,5,5,5,1,5,1,1,1,1,40.43600464,-74.48500061,R_bNTkn5kWlYmrCuN,,1002
1,5,4,5,4,4,5.00,3.67,1,3.33,3,1,27,7,6,1,1,3,5,5,5,5,5,4,5,5,5,5,5,1,5,5,1,5,1,1,1,1,42.33659363,-71.07260132,R_bOU9Q57g5l66dlX,,6810
2,5,4,3,3,4,4.80,4.5,1.5,2.67,3,2,23,4,8,2,1,3,5,4,5,5,5,2,5,5,5,5,4,4,4,5,5,5,2,1,2,1,44.08610535,-70.24340057,R_bOYzr86DXvb249n,,2865
1,4,4,2,1,5,3.00,3.17,1.25,3.33,3.5,2,27,6,4,1,1,1,4,1,2,4,4,2,2,4,2,1,4,4,2,3,2,4,1,1,1,2,41.81329346,-71.36190033,R_bpA2x94xv8xhjhz,,6790
2,5,4,3,3,4,4.40,4.4,1,3,3,2,30,3,6,1,1,2,5,3,5,4,5,3,5,5,5,5,,5,5,5,2,5,1,1,1,1,41.9730072,-71.64219666,R_bpvitqE4cXBkRKd,,6107
2,5,4,3,3,3,3.80,3.33,3.5,3.33,2.5,2,39,6,9,1,1,3,4,4,4,4,3,2,3,5,3,4,4,3,2,3,3,5,4,3,5,2,42.64889526,-71.16549683,R_bPWsuZu6tR2NS17,,6110
2,5,4,3,3,5,4.00,3.67,1,3,3,2,38,4,4,1,3,3,4,4,4,4,4,2,4,5,5,5,4,4,4,4,2,4,1,1,1,1,42.33059692,-72.63059998,R_bqhdczjeGHpyohT,,6905
2,4,3,3,2,3,4.80,4.33,1.5,3.33,3,1,43,6,4,2,1,3,5,4,5,5,5,4,5,5,5,5,5,5,5,5,1,5,1,1,2,2,42.63420105,-72.6026001,R_brNlZkLKzMOuUqV,,2149
2,5,4,3,2,3,2.40,1.83,5,3.33,3,2,19,5,8,5,2,1,2,3,3,2,2,2,2,4,2,2,1,1,1,1,4,3,5,5,5,5,43.23449707,-71.52269745,R_bwHCL0bvTztLLql,,12204
2,3,3,2,5,3,3.60,3.83,1.5,2.67,3.5,1,53,7,3,1,3,3,4,5,4,3,2,2,5,5,5,4,4,4,4,5,2,4,1,1,3,1,42.11120605,-70.71269989,R_bybYkahi5ayo1ox,,1810
2,5,4,5,3,4,4.40,3.5,2,3,3,1,54,7,7,1,1,3,5,5,5,3,4,2,4,5,5,5,4,3,4,4,2,4,3,1,2,2,42.90499878,-71.78150177,R_byMQ3iVmIqbgNUh,,1801
2,5,4,4,4,5,4.80,4.83,1.25,3,3.5,2,28,4,1,2,1,1,5,4,5,5,5,3,5,5,5,4,5,5,5,5,4,5,1,1,2,1,44.22450256,-70.60870361,R_cA54GCklhlgeoOF,,3833
1,5,4,2,2,4,4.20,3.33,3,2.67,2.5,2,33,6,1,3,1,4,4,5,5,4,3,2,5,5,4,5,4,5,3,2,2,4,4,1,5,2,42.05430603,-71.37149811,R_cBIdhWeV5SUWtKd,,1083
2,4,4,3,3,4,4.80,3.83,1.5,3.33,3.5,1,24,7,5,5,1,2,5,4,5,5,5,4,5,5,5,4,4,4,4,4,2,5,2,1,2,1,41.30810547,-72.92819977,R_cBJqORad18yFTk9,,6029
2,4,4,3,2,4,4.00,3,2.75,3,3.5,2,32,6,9,1,1,2,4,5,4,5,2,2,4,5,5,4,3,2,4,3,2,4,3,3,3,2,42.19119263,-71.77890015,R_cBKCSlPlA2I42qx,,3062
2,5,4,3,3,4,4.20,4.5,2,3.33,3,2,27,4,2,3,4,2,5,4,4,4,4,2,2,4,3,3,5,5,4,4,4,5,2,2,2,2,45.28739929,-93.43360138,R_cC77pr8ZV3WENs9,,2143
2,5,4,3,3,5,4.00,3,3.25,3.67,3,2,53,5,8,1,2,1,4,4,4,4,4,2,2,5,2,2,4,2,2,4,2,4,3,3,4,3,44.03570557,-69.49279785,R_cDdiCuPVOwRO3at,,4473
1,5,4,3,5,4,3.40,3.33,3.25,3,2.5,1,38,7,11,4,3,3,3,4,4,3,3,2,3,4,3,4,4,4,2,4,2,4,4,3,4,2,41.06100464,-73.54290009,R_cN2EX7Fmw5AK5W5,,6492
2,5,3,3,2,4,4.60,3.5,2,3.33,2.5,1,26,6,4,1,3,3,5,5,5,5,3,2,3,5,4,5,4,3,4,4,1,5,2,2,3,1,41.55149841,-72.99269867,R_cOYcEKS94gT6lWR,,3055
2,5,4,3,2,5,5.00,4.33,1.75,3,3,2,30,5,4,1,1,2,5,5,5,5,5,1,3,5,5,5,5,5,5,5,1,5,3,1,2,1,44.12339783,-69.83190155,R_cPadPm027lzVned,,4042
2,3,1,1,5,1,3.00,4.17,1.5,3.33,2.5,1,25,4,3,2,3,3,4,3,2,,3,4,5,5,4,5,4,4,4,5,3,5,2,1,2,1,41.70809937,-70.34049988,R_cRPwpnnPEe45Yax,,1844
1,3,4,2,4,5,2.40,3.5,3,2.33,3.5,1,35,3,6,2,2,2,1,5,2,2,2,1,2,2,4,3,4,5,3,5,1,3,2,3,5,2,18.79029846,98.98168945,R_cRV5ic7cdPwDd1X,,4038
1,5,4,3,3,4,4.80,4.17,1,3,3.5,2,42,6,6,1,1,2,5,4,5,5,5,3,5,5,5,4,5,4,5,5,1,5,1,1,1,1,48.9611969,2.06880188,R_cSJ1RbHQafhfw2x,,2155
1,3,,4,2,4,3.20,3.17,4.5,3,3,1,21,4,1,5,5,3,5,3,3,2,3,3,5,5,4,4,4,3,3,3,2,4,5,5,5,3,41.14489746,-73.34279633,R_cuonXDpuAwB7EUd,,4062
2,5,4,4,3,5,3.80,3.33,4,3.33,3,1,25,6,4,1,3,2,4,3,4,4,4,3,4,5,3,3,4,2,3,4,3,4,4,4,5,3,42.39079285,-71.09249878,R_cUSGSICZizH4ibP,,6615
2,3,4,3,2,3,5.00,4.33,2,3,3,2,69,6,2,3,1,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,5,2,2,3,1,38.85940552,-90.47579956,R_cuuehDPFDRuBWxn,,1860
2,5,4,3,2,5,4.60,4.33,2,3.67,3,2,24,6,4,2,1,1,5,4,4,5,5,4,4,5,5,5,5,5,5,5,1,5,2,2,2,2,44.86349487,-68.84020233,R_cvcRRTXyJZG42Wx,,2171
2,5,4,3,4,4,5.00,3.67,2,3,3,2,25,6,6,1,1,1,5,5,5,5,5,2,4,5,4,4,4,3,4,4,2,5,2,2,1,3,42.56530762,-70.85780334,R_cVkumCviUibfpwV,,2360
1,5,3,2,2,4,4.40,3.5,2.25,3,2,2,26,6,5,2,3,2,5,4,5,4,4,2,4,5,3,5,4,4,3,3,3,4,3,2,3,1,38.75700378,-77.1486969,R_cw46VUhKKksccEl,,2135
2,5,4,3,3,4,2.80,3.17,3.5,3.33,3,2,59,6,4,1,3,2,3,3,2,3,3,2,2,4,2,2,4,3,3,3,2,4,4,3,4,3,41.60920715,-71.17440033,R_d0Vkm9FXus6u2Xj,,8844
2,5,4,3,5,1,5.00,3.17,1.75,3.67,3,2,22,7,1,5,2,4,5,5,5,5,5,1,1,5,5,5,5,5,1,3,2,3,3,1,1,2,42.33309937,-71.09570313,R_d1hqGSfRusB2WYB,,2719
2,5,3,3,3,5,3.80,3.33,4,3,3,2,22,4,1,2,3,2,5,4,3,3,4,3,4,4,4,4,4,4,2,3,3,4,4,3,5,4,42.35710144,-71.06549835,R_d3WFRxD01cWJHQp,,4910
2,4,4,3,2,4,4.80,3.67,3,3.33,3,2,30,7,1,3,3,3,5,4,5,5,5,3,4,5,4,4,4,3,4,5,1,5,3,3,4,2,42.13580322,-71.64309692,R_d4gxMC1tfFzsB1j,,2558
2,5,4,3,2,3,4.80,3.67,2.25,3,3,2,24,6,6,5,1,3,5,5,4,5,5,2,4,5,5,5,4,4,3,4,2,5,2,2,4,1,42.53840637,-71.48529816,R_d5NFyjFU4mtTovr,,11101
2,5,4,3,2,3,4.20,3.5,2,3.33,3,2,41,6,8,1,1,3,5,4,4,4,4,3,3,4,4,4,4,3,4,4,2,4,2,2,2,2,41.67179871,-72.94930267,R_d5o2FCPWWgtizcx,,1601
2,5,,1,2,3,3.40,4.33,5,4.33,3,1,45,6,5,1,3,3,5,3,3,3,3,3,1,5,5,5,5,3,5,5,3,5,5,5,5,5,46.68850708,-67.9910965,R_d6ETQfzFpqQymhL,,2766
1,5,4,3,3,4,4.20,4,2,3.33,3.5,1,54,3,5,4,1,2,5,4,4,4,4,4,5,5,5,4,4,5,5,5,2,3,2,1,3,2,41.70500183,-71.46040344,R_d6Gd6yVxVpfiIjb,,6111
